"","LocalityName","Region","LocalityCode","FID","Experiment","Month","Year","SWE_mm"
"75","Didrik Holmsen","Hedmark","DHB",7,"113",3,2018,181.071
"76","Didrik Holmsen","Hedmark","DHB",7,"113",4,2018,86.18
"77","Didrik Holmsen","Hedmark","DHB",7,"113",5,2018,0
"78","Didrik Holmsen","Hedmark","DHB",7,"113",6,2018,0
"79","Didrik Holmsen","Hedmark","DHB",7,"113",7,2018,0
"80","Didrik Holmsen","Hedmark","DHB",7,"113",8,2018,0
"81","Didrik Holmsen","Hedmark","DHB",7,"113",9,2018,0
"82","Didrik Holmsen","Hedmark","DHB",7,"113",10,2018,0.161
"83","Didrik Holmsen","Hedmark","DHB",7,"113",11,2018,0.86
"84","Didrik Holmsen","Hedmark","DHB",7,"113",12,2018,23.568
"85","Halvard Pramhus","Hedmark","HPB",8,"121",1,2016,25.187
"86","Halvard Pramhus","Hedmark","HPB",8,"121",2,2016,7.521
"87","Halvard Pramhus","Hedmark","HPB",8,"121",3,2016,12.532
"88","Halvard Pramhus","Hedmark","HPB",8,"121",4,2016,0.037
"89","Halvard Pramhus","Hedmark","HPB",8,"121",5,2016,0
"90","Halvard Pramhus","Hedmark","HPB",8,"121",6,2016,0
"91","Halvard Pramhus","Hedmark","HPB",8,"121",7,2016,0
"92","Halvard Pramhus","Hedmark","HPB",8,"121",8,2016,0
"93","Halvard Pramhus","Hedmark","HPB",8,"121",9,2016,0
"94","Halvard Pramhus","Hedmark","HPB",8,"121",10,2016,0
"95","Halvard Pramhus","Hedmark","HPB",8,"121",11,2016,1.083
"96","Halvard Pramhus","Hedmark","HPB",8,"121",12,2016,1.794
"97","Selbu_kl","Trøndelag","KLB",9,"43",1,2015,52.884
"98","Selbu_kl","Trøndelag","KLB",9,"43",2,2015,49.364
"99","Selbu_kl","Trøndelag","KLB",9,"43",3,2015,0.994
"100","Selbu_kl","Trøndelag","KLB",9,"43",4,2015,0.303
"101","Selbu_kl","Trøndelag","KLB",9,"43",5,2015,0
"102","Selbu_kl","Trøndelag","KLB",9,"43",6,2015,0
"103","Selbu_kl","Trøndelag","KLB",9,"43",7,2015,0
"104","Selbu_kl","Trøndelag","KLB",9,"43",8,2015,0
"105","Selbu_kl","Trøndelag","KLB",9,"43",9,2015,0
"106","Selbu_kl","Trøndelag","KLB",9,"43",10,2015,0
"107","Selbu_kl","Trøndelag","KLB",9,"43",11,2015,2.363
"108","Selbu_kl","Trøndelag","KLB",9,"43",12,2015,7.165
"109","Nsb_Verdal","Trøndelag","1NSB",11,"31",1,2015,7.719
"110","Nsb_Verdal","Trøndelag","1NSB",11,"31",2,2015,0.518
"111","Nsb_Verdal","Trøndelag","1NSB",11,"31",3,2015,0.048
"112","Nsb_Verdal","Trøndelag","1NSB",11,"31",4,2015,0
"113","Nsb_Verdal","Trøndelag","1NSB",11,"31",5,2015,0
"114","Nsb_Verdal","Trøndelag","1NSB",11,"31",6,2015,0
"115","Nsb_Verdal","Trøndelag","1NSB",11,"31",7,2015,0
"116","Nsb_Verdal","Trøndelag","1NSB",11,"31",8,2015,0
"117","Nsb_Verdal","Trøndelag","1NSB",11,"31",9,2015,0
"118","Nsb_Verdal","Trøndelag","1NSB",11,"31",10,2015,0
"119","Nsb_Verdal","Trøndelag","1NSB",11,"31",11,2015,1.407
"120","Nsb_Verdal","Trøndelag","1NSB",11,"31",12,2015,0.635
"121","Sl_Tydal","Trøndelag","SEB",12,"49",1,2015,112.216
"122","Sl_Tydal","Trøndelag","SEB",12,"49",2,2015,140.968
"123","Sl_Tydal","Trøndelag","SEB",12,"49",3,2015,72.645
"124","Sl_Tydal","Trøndelag","SEB",12,"49",4,2015,13.067
"125","Sl_Tydal","Trøndelag","SEB",12,"49",5,2015,0
"126","Sl_Tydal","Trøndelag","SEB",12,"49",6,2015,0
"127","Sl_Tydal","Trøndelag","SEB",12,"49",7,2015,0
"128","Sl_Tydal","Trøndelag","SEB",12,"49",8,2015,0
"129","Sl_Tydal","Trøndelag","SEB",12,"49",9,2015,0
"130","Sl_Tydal","Trøndelag","SEB",12,"49",10,2015,0
"131","Sl_Tydal","Trøndelag","SEB",12,"49",11,2015,6.4
"132","Sl_Tydal","Trøndelag","SEB",12,"49",12,2015,41.255
"133","Kviteseid2","Telemark","2KVB",14,"65",1,2017,96.813
"134","Kviteseid2","Telemark","2KVB",14,"65",2,2017,123.525
"135","Kviteseid2","Telemark","2KVB",14,"65",3,2017,184.665
"136","Kviteseid2","Telemark","2KVB",14,"65",4,2017,27.273
"137","Kviteseid2","Telemark","2KVB",14,"65",5,2017,3.303
"138","Kviteseid2","Telemark","2KVB",14,"65",6,2017,0
"139","Kviteseid2","Telemark","2KVB",14,"65",7,2017,0
"140","Kviteseid2","Telemark","2KVB",14,"65",8,2017,0
"141","Kviteseid2","Telemark","2KVB",14,"65",9,2017,0
"142","Kviteseid2","Telemark","2KVB",14,"65",10,2017,0.242
"143","Kviteseid2","Telemark","2KVB",14,"65",11,2017,21.903
"144","Kviteseid2","Telemark","2KVB",14,"65",12,2017,82.168
"145","Bratsberg","Trøndelag","BRB",15,"35",1,2017,18.697
"146","Bratsberg","Trøndelag","BRB",15,"35",2,2017,4.7
"147","Bratsberg","Trøndelag","BRB",15,"35",3,2017,12.161
"148","Bratsberg","Trøndelag","BRB",15,"35",4,2017,0.693
"149","Bratsberg","Trøndelag","BRB",15,"35",5,2017,0
"150","Bratsberg","Trøndelag","BRB",15,"35",6,2017,0
"151","Bratsberg","Trøndelag","BRB",15,"35",7,2017,0
"152","Bratsberg","Trøndelag","BRB",15,"35",8,2017,0
"153","Bratsberg","Trøndelag","BRB",15,"35",9,2017,0
"154","Bratsberg","Trøndelag","BRB",15,"35",10,2017,0
"155","Bratsberg","Trøndelag","BRB",15,"35",11,2017,0.21
"156","Bratsberg","Trøndelag","BRB",15,"35",12,2017,9.532
"157","Kviteseid1","Telemark","1KVB",16,"59",1,2017,50.616
"158","Kviteseid1","Telemark","1KVB",16,"59",2,2017,66.789
"159","Kviteseid1","Telemark","1KVB",16,"59",3,2017,99.126
"160","Kviteseid1","Telemark","1KVB",16,"59",4,2017,3.433
"161","Kviteseid1","Telemark","1KVB",16,"59",5,2017,0.513
"162","Kviteseid1","Telemark","1KVB",16,"59",6,2017,0
"163","Kviteseid1","Telemark","1KVB",16,"59",7,2017,0
"164","Kviteseid1","Telemark","1KVB",16,"59",8,2017,0
"165","Kviteseid1","Telemark","1KVB",16,"59",9,2017,0
"166","Kviteseid1","Telemark","1KVB",16,"59",10,2017,0
"167","Kviteseid1","Telemark","1KVB",16,"59",11,2017,9.897
"168","Kviteseid1","Telemark","1KVB",16,"59",12,2017,36.723
"169","Selbu_Sl","Trøndelag","SLB",17,"45",1,2015,84.371
"170","Selbu_Sl","Trøndelag","SLB",17,"45",2,2015,93.164
"171","Selbu_Sl","Trøndelag","SLB",17,"45",3,2015,16.613
"172","Selbu_Sl","Trøndelag","SLB",17,"45",4,2015,1.353
"173","Selbu_Sl","Trøndelag","SLB",17,"45",5,2015,0
"174","Selbu_Sl","Trøndelag","SLB",17,"45",6,2015,0
"175","Selbu_Sl","Trøndelag","SLB",17,"45",7,2015,0
"176","Selbu_Sl","Trøndelag","SLB",17,"45",8,2015,0
"177","Selbu_Sl","Trøndelag","SLB",17,"45",9,2015,0
"178","Selbu_Sl","Trøndelag","SLB",17,"45",10,2015,0
"179","Selbu_Sl","Trøndelag","SLB",17,"45",11,2015,2.733
"180","Selbu_Sl","Trøndelag","SLB",17,"45",12,2015,14.577
"181","Notodden5","Telemark","5NOB",21,"81",1,2017,48.532
"182","Notodden5","Telemark","5NOB",21,"81",2,2017,55.729
"183","Notodden5","Telemark","5NOB",21,"81",3,2017,80.31
"184","Notodden5","Telemark","5NOB",21,"81",4,2017,2.123
"185","Notodden5","Telemark","5NOB",21,"81",5,2017,0.394
"186","Notodden5","Telemark","5NOB",21,"81",6,2017,0
"187","Notodden5","Telemark","5NOB",21,"81",7,2017,0
"188","Notodden5","Telemark","5NOB",21,"81",8,2017,0
"189","Notodden5","Telemark","5NOB",21,"81",9,2017,0
"190","Notodden5","Telemark","5NOB",21,"81",10,2017,0.003
"191","Notodden5","Telemark","5NOB",21,"81",11,2017,11.497
"192","Notodden5","Telemark","5NOB",21,"81",12,2017,44.345
"193","Fritsøe1","Telemark","1FRB",22,"53",1,2017,7.145
"194","Fritsøe1","Telemark","1FRB",22,"53",2,2017,19.157
"195","Fritsøe1","Telemark","1FRB",22,"53",3,2017,39.326
"196","Fritsøe1","Telemark","1FRB",22,"53",4,2017,4.077
"197","Fritsøe1","Telemark","1FRB",22,"53",5,2017,1.7
"198","Fritsøe1","Telemark","1FRB",22,"53",6,2017,0
"199","Fritsøe1","Telemark","1FRB",22,"53",7,2017,0
"200","Fritsøe1","Telemark","1FRB",22,"53",8,2017,0
"201","Fritsøe1","Telemark","1FRB",22,"53",9,2017,0
"202","Fritsøe1","Telemark","1FRB",22,"53",10,2017,0
"203","Fritsøe1","Telemark","1FRB",22,"53",11,2017,10.02
"204","Fritsøe1","Telemark","1FRB",22,"53",12,2017,44.974
"205","verdal_2VB","Trøndelag","2VBB",24,"27",1,2015,23.419
"206","verdal_2VB","Trøndelag","2VBB",24,"27",2,2015,2.989
"207","verdal_2VB","Trøndelag","2VBB",24,"27",3,2015,0.074
"208","verdal_2VB","Trøndelag","2VBB",24,"27",4,2015,0.127
"209","verdal_2VB","Trøndelag","2VBB",24,"27",5,2015,0
"210","verdal_2VB","Trøndelag","2VBB",24,"27",6,2015,0
"211","verdal_2VB","Trøndelag","2VBB",24,"27",7,2015,0
"212","verdal_2VB","Trøndelag","2VBB",24,"27",8,2015,0
"213","verdal_2VB","Trøndelag","2VBB",24,"27",9,2015,0
"214","verdal_2VB","Trøndelag","2VBB",24,"27",10,2015,0
"215","verdal_2VB","Trøndelag","2VBB",24,"27",11,2015,1.533
"216","verdal_2VB","Trøndelag","2VBB",24,"27",12,2015,2.994
"217","Truls Holm","Hedmark","THB",25,"111",1,2017,4.674
"218","Truls Holm","Hedmark","THB",25,"111",2,2017,6.646
"219","Truls Holm","Hedmark","THB",25,"111",3,2017,6.294
"220","Truls Holm","Hedmark","THB",25,"111",4,2017,3.67
"221","Truls Holm","Hedmark","THB",25,"111",5,2017,0
"222","Truls Holm","Hedmark","THB",25,"111",6,2017,0
"223","Truls Holm","Hedmark","THB",25,"111",7,2017,0
"224","Truls Holm","Hedmark","THB",25,"111",8,2017,0
"225","Truls Holm","Hedmark","THB",25,"111",9,2017,0
"226","Truls Holm","Hedmark","THB",25,"111",10,2017,0
"227","Truls Holm","Hedmark","THB",25,"111",11,2017,9.65
"228","Truls Holm","Hedmark","THB",25,"111",12,2017,44.445
"229","Drangedal1","Telemark","1DRB",26,"69",1,2017,0.923
"230","Drangedal1","Telemark","1DRB",26,"69",2,2017,23.861
"231","Drangedal1","Telemark","1DRB",26,"69",3,2017,8.4
"232","Drangedal1","Telemark","1DRB",26,"69",4,2017,0.01
"233","Drangedal1","Telemark","1DRB",26,"69",5,2017,0
"234","Drangedal1","Telemark","1DRB",26,"69",6,2017,0
"235","Drangedal1","Telemark","1DRB",26,"69",7,2017,0
"236","Drangedal1","Telemark","1DRB",26,"69",8,2017,0
"237","Drangedal1","Telemark","1DRB",26,"69",9,2017,0
"238","Drangedal1","Telemark","1DRB",26,"69",10,2017,0
"239","Drangedal1","Telemark","1DRB",26,"69",11,2017,8.267
"240","Drangedal1","Telemark","1DRB",26,"69",12,2017,15.587
"241","Furesdal","Telemark","1FYB",27,"57",1,2017,1.016
"242","Furesdal","Telemark","1FYB",27,"57",2,2017,24.768
"243","Furesdal","Telemark","1FYB",27,"57",3,2017,32.594
"244","Furesdal","Telemark","1FYB",27,"57",4,2017,0.157
"245","Furesdal","Telemark","1FYB",27,"57",5,2017,0
"246","Furesdal","Telemark","1FYB",27,"57",6,2017,0
"247","Furesdal","Telemark","1FYB",27,"57",7,2017,0
"248","Furesdal","Telemark","1FYB",27,"57",8,2017,0
"249","Furesdal","Telemark","1FYB",27,"57",9,2017,0
"250","Furesdal","Telemark","1FYB",27,"57",10,2017,0
"251","Furesdal","Telemark","1FYB",27,"57",11,2017,10.027
"252","Furesdal","Telemark","1FYB",27,"57",12,2017,34.939
"253","Sub_Namdalseid","Trøndelag","1SB",28,"33",1,2010,93.11
"254","Sub_Namdalseid","Trøndelag","1SB",28,"33",2,2010,166.593
"255","Sub_Namdalseid","Trøndelag","1SB",28,"33",3,2010,208.887
"256","Sub_Namdalseid","Trøndelag","1SB",28,"33",4,2010,64.527
"257","Sub_Namdalseid","Trøndelag","1SB",28,"33",5,2010,0.052
"258","Sub_Namdalseid","Trøndelag","1SB",28,"33",6,2010,0
"259","Sub_Namdalseid","Trøndelag","1SB",28,"33",7,2010,0
"260","Sub_Namdalseid","Trøndelag","1SB",28,"33",8,2010,0
"261","Sub_Namdalseid","Trøndelag","1SB",28,"33",9,2010,0
"262","Sub_Namdalseid","Trøndelag","1SB",28,"33",10,2010,3.813
"263","Sub_Namdalseid","Trøndelag","1SB",28,"33",11,2010,2.69
"264","Sub_Namdalseid","Trøndelag","1SB",28,"33",12,2010,48.852
"265","Malvik","Trøndelag","MAB",29,"39",1,2016,11.268
"266","Malvik","Trøndelag","MAB",29,"39",2,2016,48.638
"267","Malvik","Trøndelag","MAB",29,"39",3,2016,70.697
"268","Malvik","Trøndelag","MAB",29,"39",4,2016,0.913
"269","Malvik","Trøndelag","MAB",29,"39",5,2016,0
"270","Malvik","Trøndelag","MAB",29,"39",6,2016,0
"271","Malvik","Trøndelag","MAB",29,"39",7,2016,0
"272","Malvik","Trøndelag","MAB",29,"39",8,2016,0
"273","Malvik","Trøndelag","MAB",29,"39",9,2016,0
"274","Malvik","Trøndelag","MAB",29,"39",10,2016,0
"275","Malvik","Trøndelag","MAB",29,"39",11,2016,4.8
"276","Malvik","Trøndelag","MAB",29,"39",12,2016,8.219
"277","Drangedal4","Telemark","4DRB",30,"71",1,2016,86.787
"278","Drangedal4","Telemark","4DRB",30,"71",2,2016,84.714
"279","Drangedal4","Telemark","4DRB",30,"71",3,2016,95.716
"280","Drangedal4","Telemark","4DRB",30,"71",4,2016,0.327
"281","Drangedal4","Telemark","4DRB",30,"71",5,2016,0
"282","Drangedal4","Telemark","4DRB",30,"71",6,2016,0
"283","Drangedal4","Telemark","4DRB",30,"71",7,2016,0
"284","Drangedal4","Telemark","4DRB",30,"71",8,2016,0
"285","Drangedal4","Telemark","4DRB",30,"71",9,2016,0
"286","Drangedal4","Telemark","4DRB",30,"71",10,2016,0
"287","Drangedal4","Telemark","4DRB",30,"71",11,2016,62.52
"288","Drangedal4","Telemark","4DRB",30,"71",12,2016,18.994
"289","Nome_Cappelen1","Telemark","1CAB",31,"61",1,2017,1.129
"290","Nome_Cappelen1","Telemark","1CAB",31,"61",2,2017,19.736
"291","Nome_Cappelen1","Telemark","1CAB",31,"61",3,2017,5.9
"292","Nome_Cappelen1","Telemark","1CAB",31,"61",4,2017,0
"293","Nome_Cappelen1","Telemark","1CAB",31,"61",5,2017,0
"294","Nome_Cappelen1","Telemark","1CAB",31,"61",6,2017,0
"295","Nome_Cappelen1","Telemark","1CAB",31,"61",7,2017,0
"296","Nome_Cappelen1","Telemark","1CAB",31,"61",8,2017,0
"297","Nome_Cappelen1","Telemark","1CAB",31,"61",9,2017,0
"298","Nome_Cappelen1","Telemark","1CAB",31,"61",10,2017,0
"299","Nome_Cappelen1","Telemark","1CAB",31,"61",11,2017,6.57
"300","Nome_Cappelen1","Telemark","1CAB",31,"61",12,2017,11.335
"301","Singsås","Trøndelag","LAB",33,"47",1,2015,100.358
"302","Singsås","Trøndelag","LAB",33,"47",2,2015,123.664
"303","Singsås","Trøndelag","LAB",33,"47",3,2015,33.306
"304","Singsås","Trøndelag","LAB",33,"47",4,2015,0.537
"305","Singsås","Trøndelag","LAB",33,"47",5,2015,0
"306","Singsås","Trøndelag","LAB",33,"47",6,2015,0
"307","Singsås","Trøndelag","LAB",33,"47",7,2015,0
"308","Singsås","Trøndelag","LAB",33,"47",8,2015,0
"309","Singsås","Trøndelag","LAB",33,"47",9,2015,0
"310","Singsås","Trøndelag","LAB",33,"47",10,2015,0
"311","Singsås","Trøndelag","LAB",33,"47",11,2015,4.217
"312","Singsås","Trøndelag","LAB",33,"47",12,2015,26.316
"313","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",1,2018,94.035
"314","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",2,2018,178.679
"315","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",3,2018,206.565
"316","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",4,2018,105.507
"317","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",5,2018,0
"318","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",6,2018,0
"319","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",7,2018,0
"320","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",8,2018,0
"321","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",9,2018,0
"322","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",10,2018,0.165
"323","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",11,2018,0.673
"324","Stangeskovene Aurskog","Hedmark","SSAB",34,"117",12,2018,24.439
"325","Hi_tydal","Trøndelag","HIB",35,"37",1,2015,104.642
"326","Hi_tydal","Trøndelag","HIB",35,"37",2,2015,122.611
"327","Hi_tydal","Trøndelag","HIB",35,"37",3,2015,38.929
"328","Hi_tydal","Trøndelag","HIB",35,"37",4,2015,2.92
"329","Hi_tydal","Trøndelag","HIB",35,"37",5,2015,0
"330","Hi_tydal","Trøndelag","HIB",35,"37",6,2015,0
"331","Hi_tydal","Trøndelag","HIB",35,"37",7,2015,0
"332","Hi_tydal","Trøndelag","HIB",35,"37",8,2015,0
"333","Hi_tydal","Trøndelag","HIB",35,"37",9,2015,0
"334","Hi_tydal","Trøndelag","HIB",35,"37",10,2015,0
"335","Hi_tydal","Trøndelag","HIB",35,"37",11,2015,5.213
"336","Hi_tydal","Trøndelag","HIB",35,"37",12,2015,31.845
"337","Notodden3","Telemark","3NOB",36,"77",1,2017,40.961
"338","Notodden3","Telemark","3NOB",36,"77",2,2017,48.696
"339","Notodden3","Telemark","3NOB",36,"77",3,2017,54.087
"340","Notodden3","Telemark","3NOB",36,"77",4,2017,1.1
"341","Notodden3","Telemark","3NOB",36,"77",5,2017,0.303
"342","Notodden3","Telemark","3NOB",36,"77",6,2017,0
"343","Notodden3","Telemark","3NOB",36,"77",7,2017,0
"344","Notodden3","Telemark","3NOB",36,"77",8,2017,0
"345","Notodden3","Telemark","3NOB",36,"77",9,2017,0
"346","Notodden3","Telemark","3NOB",36,"77",10,2017,0
"347","Notodden3","Telemark","3NOB",36,"77",11,2017,8.917
"348","Notodden3","Telemark","3NOB",36,"77",12,2017,42.574
"349","Drangedal3","Telemark","3DRB",37,"73",1,2016,85.345
"350","Drangedal3","Telemark","3DRB",37,"73",2,2016,83.576
"351","Drangedal3","Telemark","3DRB",37,"73",3,2016,95.287
"352","Drangedal3","Telemark","3DRB",37,"73",4,2016,0.33
"353","Drangedal3","Telemark","3DRB",37,"73",5,2016,0
"354","Drangedal3","Telemark","3DRB",37,"73",6,2016,0
"355","Drangedal3","Telemark","3DRB",37,"73",7,2016,0
"356","Drangedal3","Telemark","3DRB",37,"73",8,2016,0
"357","Drangedal3","Telemark","3DRB",37,"73",9,2016,0
"358","Drangedal3","Telemark","3DRB",37,"73",10,2016,0
"359","Drangedal3","Telemark","3DRB",37,"73",11,2016,66.37
"360","Drangedal3","Telemark","3DRB",37,"73",12,2016,30.097
"361","steinkjer_1BBb","Trøndelag","1BBB",38,"25",1,2011,138.01
"362","steinkjer_1BBb","Trøndelag","1BBB",38,"25",2,2011,168.207
"363","steinkjer_1BBb","Trøndelag","1BBB",38,"25",3,2011,212.335
"364","steinkjer_1BBb","Trøndelag","1BBB",38,"25",4,2011,100.347
"365","steinkjer_1BBb","Trøndelag","1BBB",38,"25",5,2011,0
"366","steinkjer_1BBb","Trøndelag","1BBB",38,"25",6,2011,0
"367","steinkjer_1BBb","Trøndelag","1BBB",38,"25",7,2011,0
"368","steinkjer_1BBb","Trøndelag","1BBB",38,"25",8,2011,0
"369","steinkjer_1BBb","Trøndelag","1BBB",38,"25",9,2011,0
"370","steinkjer_1BBb","Trøndelag","1BBB",38,"25",10,2011,0
"371","steinkjer_1BBb","Trøndelag","1BBB",38,"25",11,2011,0.277
"372","steinkjer_1BBb","Trøndelag","1BBB",38,"25",12,2011,48
"373","Selbu_Flub","Trøndelag","FLB",39,"41",1,2015,37.106
"374","Selbu_Flub","Trøndelag","FLB",39,"41",2,2015,17.989
"375","Selbu_Flub","Trøndelag","FLB",39,"41",3,2015,0.1
"376","Selbu_Flub","Trøndelag","FLB",39,"41",4,2015,0.19
"377","Selbu_Flub","Trøndelag","FLB",39,"41",5,2015,0
"378","Selbu_Flub","Trøndelag","FLB",39,"41",6,2015,0
"379","Selbu_Flub","Trøndelag","FLB",39,"41",7,2015,0
"380","Selbu_Flub","Trøndelag","FLB",39,"41",8,2015,0
"381","Selbu_Flub","Trøndelag","FLB",39,"41",9,2015,0
"382","Selbu_Flub","Trøndelag","FLB",39,"41",10,2015,0
"383","Selbu_Flub","Trøndelag","FLB",39,"41",11,2015,2.043
"384","Selbu_Flub","Trøndelag","FLB",39,"41",12,2015,5.529
"385","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",1,2016,19.555
"386","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",2,2016,4.472
"387","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",3,2016,11.177
"388","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",4,2016,0.15
"389","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",5,2016,0
"390","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",6,2016,0
"391","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",7,2016,0
"392","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",8,2016,0
"393","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",9,2016,0
"394","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",10,2016,0
"395","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",11,2016,1.003
"396","Stangeskovene Eidskog","Hedmark","SSBB",40,"123",12,2016,2.3
"397","Fritsøe2","Telemark","2FRB",42,"55",1,2017,1.229
